KANWIL;AREA;CABANG;TIPE;ASPEK;ELEMENT;SCORE
KANWIL SURABAYA;AREA SURABAYA 2;CP WIYUNG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL SURABAYA;AREA SURABAYA 2;CP WIYUNG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL SURABAYA;AREA SURABAYA 2;CP WIYUNG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Penaksir;86,11111111
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;75
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Penampilan Penaksir;83,33333333
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;83,33333333
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Skill Penaksir;75
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Penaksir;68,05555556
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;50
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Skill Penaksir;75
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Penaksir;86,11111111
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;100
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Skill Penaksir;75
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;PENAKSIR;Kegiatan Penaksir Lainnya;75
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Penaksir;75
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;66,66666667
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Penaksir;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;33,33333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Penaksir;47,97619048
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;20
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Penampilan Penaksir;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;42,85714286
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Skill Penaksir;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;25
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Penaksir;74,92063492
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;40
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;42,85714286
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Penaksir;80,55555556
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Penampilan Penaksir;83,33333333
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Penaksir;85
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;60
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;83,33333333
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Penaksir;54,76190476
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;0
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Penampilan Penaksir;71,42857143
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;57,14285714
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Skill Penaksir;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Penaksir;95,23809524
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;71,42857143
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Penaksir;97,61904762
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;85,71428571
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Penaksir;72,22222222
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;33,33333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Penaksir;80,23809524
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;60
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Penampilan Penaksir;71,42857143
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Skill Penaksir;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Penaksir;91,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Penampilan Penaksir;83,33333333
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Penaksir;77,18253968
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;71,42857143
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Skill Penaksir;75
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;75
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;75
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;0
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Penaksir;68,33333333
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;60
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Penampilan Penaksir;83,33333333
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Skill Penaksir;50
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Penaksir;77,85714286
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;60
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;57,14285714
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Skill Penaksir;75
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;75
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Penaksir;81,94444444
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;83,33333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Penaksir;69,44444444
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;33,33333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Penaksir;86,11111111
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Penampilan Penaksir;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;83,33333333
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Penaksir;69,08730159
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;80
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;42,85714286
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Skill Penaksir;25
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;66,66666667
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;33,33333333
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Penaksir;90,27777778
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Menyambut Nasabah Datang;75
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Penampilan Penaksir;100
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Sikap Penaksir dalam Melayani Nasabah;66,66666667
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Skill Penaksir;100
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Sikap Penaksir Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;PENAKSIR;Kegiatan Penaksir Lainnya;100
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;FRONTLINER;Sikap Saat Melayani di Telepon & Handling Complaint;33,33333333
