KANWIL;AREA;CABANG;KATEGORI;ASPEK;ELEMENT;SCORE
KANWIL DENPASAR; AREA KUPANG;BRI UNIT BUSALANGGA KUPANG;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;BRI UNIT GUMBRIH;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;BRI UNIT MENGKENDEK MAKALE;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;BRI UNIT BONTO POLE PANGKEP;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA SORONG;UPC BRI UNIT KARANG SENANG;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 1;UPC BRI UNIT LIRUNG;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT LAGUBOTI;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT BATANG SERANGAN;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT DAMULI RANTAUPRAPAT;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;UPC BRI UNIT TALUN KENAS;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;BRI UNIT O MANGUN HARJO;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PADANG;UPC BRI UNIT ALAHAN PANJANG SOLOK;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;BRI UNIT TUWEL SLAWI;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;BRI UNIT SIMO ANGIN-ANGIN;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;BRI UNIT KERTASARI;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;BRI UNIT LAKAWALI MASAMBA;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MADIUN;BRI UNIT JIWAN;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;BRI UNIT NOEMUTI KEFAMENANU;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT SARIBU DOLOK;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;BRI UNIT JATIROTO;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PURWOKERTO;BRI UNIT LINGGAPURA;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;BRI UNIT BUGIS;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP MUARAENIM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL SEMARANG; AREA YOGYAKARTA;UPC Sidoarum;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;CP POSO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP SIDRAP;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL DENPASAR; AREA ENDE;CP PRAILIU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DOMPU;CP SUMBAWA BESAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;UPC SOEKARNO HATTA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DOMPU;CP ALAS;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN RUKU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL DENPASAR; AREA DOMPU;CP EMPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;UPC LEWA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;UPC BAKUNASE;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BATU AMPAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL PEKANBARU; AREA PADANG;CP ULAK KARANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL MAKASAR; AREA BANTAENG;UPS BONE;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA KENDARI;UPS. BOMBANA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;CP PONDOK UNGU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN DELI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS SANGATTA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PURWOKERTO;CP WONOSOBO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP VETERAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP T B ASAHAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;CP MENGWI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;CP TAMBUN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPC FRESH MARKET;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP BARRU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;CP SETIA MEKAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA BANDA ACEH;CPS KEUTAPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR 2;UPC HARDYS TABANAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP BONTOALA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP PARLUASAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA BANTAENG;CP WATAMPONE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;CP PALU BARAT;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;UPC CAMAN RAYA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;CP KRANGGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PONDOK MELATI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL PALEMBANG; AREA JAMBI;CP SUNGAI PENUH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP MAMUJU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;UPC DIPONEGORO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;CP OESAPA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP RANTEPAO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PATI;UPC WIROSARI;upc;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL SURABAYA; AREA PAMEKASAN;CPS PASEAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SUNGAI RAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL BANDUNG; AREA BANDUNG 2;CP LEMABANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS GN MALANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP PALLIMA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL JAKARTA 1; AREA SENEN;CPS KRAMAT RAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP TEBING TINGGI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA KENDARI;CP UNAAHA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;UPS PANTON LABU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANAH GROGOT;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MEDAN; AREA BANDA ACEH;CPS MEULABOH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP PANGKEP;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;UPS BINJAI SYARIAH;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PADANG;CP TERANDAM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL DENPASAR; AREA DENPASAR;CP DENPASAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;CP JERUJU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL PEKANBARU; AREA BATAM;CP NATUNA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL SEMARANG; AREA PURWOKERTO;UPC NGADIREJO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP PRAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CPS CAKRANEGARA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL MAKASAR; AREA AMBON;CP TUAL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL PEKANBARU; AREA PADANG;UPS SITEBA;upc;RO;Sikap Saat Mengakhiri Pelayanan;20
KANWIL SURABAYA; AREA SURABAYA 2;UPC SEKARPUTIH;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BARABAI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL SURABAYA; AREA MALANG;CP SINGOSARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PEKAYON;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;CP JAMBI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL JAKARTA 1; AREA BEKASI;CP KALIMALANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA BANDA ACEH;CPS BIREUEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL DENPASAR; AREA DENPASAR 2;CP BOLOSILA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP LARANTUKA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;CPS METRO BOULEVARD CIKARANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP HERTASNING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;CP OEPURA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP MAJENE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;70
KANWIL MANADO; AREA PALU;CP PALU TIMUR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PEKANBARU;CP BUKIT TINGGI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;20
KANWIL MEDAN; AREA MEDAN 2;UPS MEDAN SYARIAH;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;UPS TARAILU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA SORONG;CP SORONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP WOLOWONA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;CP KUTA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;UPS KOTO BARU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA BANDA ACEH;CPS BANDA ACEH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN UTAMA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP BELOPA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP PALEMBANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL BANDUNG; AREA BANDUNG 2;CP PURWAKARTA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA BANDA ACEH;UPS LAMPEUNURUT;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA KRAMATJATI;CP JATINEGARA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL DENPASAR; AREA KUPANG;CP KUPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;UPS VETERAN SELATAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP TAMALANREA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CPS AR.HAKIM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MALANG;CP RAMPAL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CPS CENTRAL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR 2;CP RASANAE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP RAPPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;CP BOULEVARD;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PURWOKERTO;CP KEBUMEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA JAYAPURA;CP BIAK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL SURABAYA; AREA MALANG;CPS LANDUNGSARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;CPS JELUTUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL DENPASAR; AREA ENDE;CPS ENDE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BATU LICIN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL MAKASAR; AREA AMBON;CP NUSANIWE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CPS PSR RENTENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP SANGGATTA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;CP MALINAU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;CP PARIGI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PADANG;CP TAPI BANDAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP PENAJAM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL MAKASAR; AREA MAKASAR 1;CP DAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA BANDA ACEH;CPS LHOKSEUMAWE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BALIKPAPAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 1;CP TULUNGAGUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP KRANJI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANGERANG;CP TANGERANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;CP SIPIN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL SURABAYA; AREA PAMEKASAN;CPS PAMEKASAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL MAKASAR; AREA MAKASAR 1;CP MARISO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;CP KELAPA GADING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP BINJAI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA BATAM;CP CIPTA PURI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SINGKAWANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;CP TASIKMALAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL BANDUNG; AREA BANDUNG 1;CP UJUNGBERUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL MEDAN; AREA RANTAU PRAPAT;UPS SADABUAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP SEKIP;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL MANADO; AREA MANADO 2;CPS ISTIQLAL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;CP CILEDUG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL PALEMBANG; AREA PALEMBANG;CP BATURAJA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL MANADO; AREA PALU;CP PALU SELATAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PLAZA PONDOK GEDE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR 2;UPC PASAR ATAS;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;CP SLAWI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MANADO; AREA MANADO 2;CP LANGOWAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;CP KUNINGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA KENDARI;CP BAUBAU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA LAMPUNG;CP GUNUNG KAWI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP DAMAI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CP UNGARAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL MANADO; AREA MANADO 2;CP TUMINTING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;CP CIRENDEU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CPS SIMPANG SEKIP;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA AMBON;CPS AMBON;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;CP PONTIANAK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CPS BATURAJA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;CPS PALU PLASA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;CPS VETERAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;CP TANJUNGSARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANJUNG REDEB;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 1;UPC PASAR WADAS;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;CP TANJUNG SELOR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;UPS  TATURA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA PALU;CP TALISE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KALIDERES;CP GANG KETAPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL BANDUNG; AREA BANDUNG 1;CP CIKUDAPATEUH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL MANADO; AREA SORONG;CP BOSWESEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP WAINGAPU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP SAPE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA JATIWARINGIN;CPS PLAZA THB;cabang;RO;Sikap Saat Mengakhiri Pelayanan;85
KANWIL PALEMBANG; AREA JAMBI;CP MAYANG MANGURAI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA KRAMATJATI;CP KEBON NANAS;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;CP NUNUKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;CPS CIPTO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CPS PANGKAJENE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;UPS ALIANYANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA RANTAU PRAPAT;CPS ALAMAN BOLAK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA SENEN;CP SALEMBA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL MANADO; AREA JAYAPURA;CP NABIRE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;CP CIPUTAT;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MADIUN;UPC PASAR JENU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA BATAM;CP BENGKONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP ENDE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA KRAMATJATI;CP PENGGILINGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KALIDERES;CP KARANG TENGAH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;UPC BARITO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CP PEDURUNGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL BANDUNG; AREA BANDUNG 1;CP SINGAPARNA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;CP SESETAN I;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;CPS PADAYUNGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL JAKARTA 2; AREA KEBAYORAN BARU;UPC PASAR CIPETE;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;CP SOREANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL BANDUNG; AREA CIREBON;CP JAMBLANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA RANTAU PRAPAT;CP PADANG SIDEMPUAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;CPS SITUSAEUR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;CP JIMBARAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;CP CILIMUS;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR 2;CP TENTE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANGERANG;CPS KEPANDEAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP PEMATANG SIANTAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;CP METRO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KALIDERES;CP GROGOL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL MANADO; AREA JAYAPURA;CP BHAYANGKARA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;UPS KOLONEL ATMO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
